subject_id	subject_label	predicate_id	object_id	object_label	mapping_justification	mapping_tool	subject_match_field	object_match_field	match_string	comment
MONDO:0009415	hypoglycemia, leucine-induced	skos:closeMatch	DOID:0112262	leucine-sensitive hypoglycemia of infancy	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	lih	LEXMATCH
MONDO:0009415	hypoglycemia, leucine-induced	skos:closeMatch	DOID:0112262	leucine-sensitive hypoglycemia of infancy	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	leucine-sensitive hypoglycemia of infancy	LEXMATCH
MONDO:0009416	hypoinsulinemic hypoglycemia and body hemihypertrophy	skos:closeMatch	DOID:0112263	hypoinsulinemic hypoglycemia with hemihypertrophy	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	hihghh	LEXMATCH
MONDO:0009416	hypoinsulinemic hypoglycemia and body hemihypertrophy	skos:closeMatch	DOID:0112263	hypoinsulinemic hypoglycemia with hemihypertrophy	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	hypoinsulinemic hypoglycemia with hemihypertrophy	LEXMATCH
MONDO:0009419	Woodhouse-Sakati syndrome	skos:closeMatch	DOID:0112264	Woodhouse-Sakati syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	hypogonadism, alopecia, diabetes mellitus, mental retardation, deafness, and extrapyramidal syndrome	LEXMATCH
MONDO:0009434	hypoproteinemia, hypercatabolic	skos:closeMatch	DOID:0111981	immunodeficiency 43	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd43	LEXMATCH
MONDO:0009434	hypoproteinemia, hypercatabolic	skos:closeMatch	DOID:0111981	immunodeficiency 43	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	b2m deficiency	LEXMATCH
MONDO:0009434	hypoproteinemia, hypercatabolic	skos:closeMatch	DOID:0111981	immunodeficiency 43	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	immunodeficiency 43	LEXMATCH
MONDO:0009434	hypoproteinemia, hypercatabolic	skos:closeMatch	DOID:0111981	immunodeficiency 43	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	beta-2-microglobulin deficiency	LEXMATCH
MONDO:0009470	Baraitser-Winter syndrome 1	skos:closeMatch	DOID:0081112	Baraitser-Winter syndrome 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	baraitser-winter syndrome 1	LEXMATCH
MONDO:0009558	Treacher Collins syndrome 3	skos:closeMatch	DOID:0080791	Treacher Collins syndrome 3	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	treacher collins syndrome 3	LEXMATCH
MONDO:0009593	spondylometaphyseal dysplasia, Sedaghatian type	skos:closeMatch	DOID:0112298	spondylometaphyseal dysplasia Sedaghatian type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	spondylometaphyseal dysplasia sedaghatian type	LEXMATCH
MONDO:0009593	spondylometaphyseal dysplasia, Sedaghatian type	skos:closeMatch	DOID:0112298	spondylometaphyseal dysplasia Sedaghatian type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	smds	LEXMATCH
MONDO:0009593	spondylometaphyseal dysplasia, Sedaghatian type	skos:closeMatch	DOID:0112298	spondylometaphyseal dysplasia Sedaghatian type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	sedaghatian chondrodysplasia	LEXMATCH
MONDO:0009605	methemoglobinemia type 4	skos:closeMatch	DOID:0112316	methemoglobinemia and ambiguous genitalia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	methemoglobinemia due to deficiency of cytochrome b5	LEXMATCH
MONDO:0009605	methemoglobinemia type 4	skos:closeMatch	DOID:0112316	methemoglobinemia and ambiguous genitalia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	methemoglobinemia and ambiguous genitalia	LEXMATCH
MONDO:0009605	methemoglobinemia type 4	skos:closeMatch	DOID:0112316	methemoglobinemia and ambiguous genitalia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	metag	LEXMATCH
MONDO:0009605	methemoglobinemia type 4	skos:closeMatch	DOID:0112316	methemoglobinemia and ambiguous genitalia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	methemoglobinemia type iv	LEXMATCH
MONDO:0009609	methylcobalamin deficiency type cblG	skos:closeMatch	DOID:0112256	homocystinuria-megaloblastic anemia cblG type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	methylcobalamin deficiency, cblg type	LEXMATCH
MONDO:0009609	methylcobalamin deficiency type cblG	skos:closeMatch	DOID:0112256	homocystinuria-megaloblastic anemia cblG type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	hmag	LEXMATCH
MONDO:0009609	methylcobalamin deficiency type cblG	skos:closeMatch	DOID:0112256	homocystinuria-megaloblastic anemia cblG type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	homocystinuria-megaloblastic anemia, cblg complementation type	LEXMATCH
MONDO:0009652	mucolipidosis type III gamma	skos:closeMatch	DOID:0080678	mucolipidosis III gamma	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	mucolipidosis iii gamma	LEXMATCH
MONDO:0009693	plasma cell myeloma	skos:closeMatch	DOID:0080933	immunoglobulin light chain amyloidosis	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	al amyloidosis	LEXMATCH
MONDO:0009779	autosomal recessive omodysplasia	skos:closeMatch	DOID:0080844	omodysplasia 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	omodysplasia 1	LEXMATCH
MONDO:0009837	choroid plexus papilloma	skos:closeMatch	DOID:0112308	central precocious puberty	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	cpp	LEXMATCH
MONDO:0009908	pterin-4 alpha-carbinolamine dehydratase 1 deficiency	skos:closeMatch	DOID:0081131	BH4-deficient hyperphenylalaninemia D	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	tetrahydrobiopterin -deficient hyperphenylalaninemia  due to pterin-4-alpha-carbinolamine dehydratase deficiency	LEXMATCH
MONDO:0009916	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	skos:closeMatch	DOID:0112248	17-beta hydroxysteroid dehydrogenase 3 deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	neutral 17-beta-hydroxysteroid oxidoreductase deficiency	LEXMATCH
MONDO:0009916	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	skos:closeMatch	DOID:0112248	17-beta hydroxysteroid dehydrogenase 3 deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	17-beta hydroxysteroid dehydrogenase 3 deficiency	LEXMATCH
MONDO:0009916	46,XY disorder of sex development due to 17-beta-hydroxysteroid dehydrogenase 3 deficiency	skos:closeMatch	DOID:0112248	17-beta hydroxysteroid dehydrogenase 3 deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	17-ksr deficiency	LEXMATCH
MONDO:0009947	glutathione synthetase deficiency with 5-oxoprolinuria	skos:closeMatch	DOID:0080699	glutathione synthetase deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	glutathione synthetase deficiency	LEXMATCH
MONDO:0010008	sarcosinemia	skos:closeMatch	DOID:0112307	sarcosinemia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	sarcosine dehydrogenase complex deficiency	LEXMATCH
MONDO:0010008	sarcosinemia	skos:closeMatch	DOID:0112307	sarcosinemia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	sardh deficiency	LEXMATCH
MONDO:0010008	sarcosinemia	skos:closeMatch	DOID:0112307	sarcosinemia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	sard deficiency	LEXMATCH
MONDO:0010008	sarcosinemia	skos:closeMatch	DOID:0112307	sarcosinemia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	sarcos	LEXMATCH
MONDO:0010023	combined immunodeficiency due to ZAP70 deficiency	skos:closeMatch	DOID:0111943	immunodeficiency 48	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd48	LEXMATCH
MONDO:0010023	combined immunodeficiency due to ZAP70 deficiency	skos:closeMatch	DOID:0111943	immunodeficiency 48	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	immunodeficiency 48	LEXMATCH
MONDO:0010073	spondyloepiphyseal dysplasia tarda, Kohn type	skos:closeMatch	DOID:0112292	spondyloepiphyseal dysplasia tarda with intellectual disability	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	spondyloepiphyseal dysplasia tarda with intellectual disability	LEXMATCH
MONDO:0010077	spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	skos:closeMatch	DOID:0112196	spondylometaepiphyseal dysplasia, short limb-hand type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	smed-sl	LEXMATCH
MONDO:0010077	spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	skos:closeMatch	DOID:0112196	spondylometaepiphyseal dysplasia, short limb-hand type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	spondylometaepiphyseal dysplasia short limb-hand type	LEXMATCH
MONDO:0010077	spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	skos:closeMatch	DOID:0112196	spondylometaepiphyseal dysplasia, short limb-hand type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	smed short limb-hand type	LEXMATCH
MONDO:0010077	spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	skos:closeMatch	DOID:0112196	spondylometaepiphyseal dysplasia, short limb-hand type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	smed-sl/ac	LEXMATCH
MONDO:0010077	spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	skos:closeMatch	DOID:0112196	spondylometaepiphyseal dysplasia, short limb-hand type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	smed type 2	LEXMATCH
MONDO:0010077	spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	skos:closeMatch	DOID:0112196	spondylometaepiphyseal dysplasia, short limb-hand type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	smed short limb-abnormal calcification type	LEXMATCH
MONDO:0010077	spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome	skos:closeMatch	DOID:0112196	spondylometaepiphyseal dysplasia, short limb-hand type	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	spondylometaepiphyseal dysplasia, short limb-hand type	LEXMATCH
MONDO:0010092	Filippi syndrome	skos:closeMatch	DOID:0112194	Filippi syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	filippi syndrome	LEXMATCH
MONDO:0010092	Filippi syndrome	skos:closeMatch	DOID:0112194	Filippi syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	scott craniodigital syndrome with mental retardation	LEXMATCH
MONDO:0010110	tetraamelia-multiple malformations syndrome	skos:closeMatch	DOID:0112191	tetraamelia syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	tetams	LEXMATCH
MONDO:0010133	thyroid dyshormonogenesis 2A	skos:closeMatch	DOID:0112186	thyroid dyshormonogenesis 2A	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	iodide peroxidase deficiency	LEXMATCH
MONDO:0010133	thyroid dyshormonogenesis 2A	skos:closeMatch	DOID:0112186	thyroid dyshormonogenesis 2A	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	thyroid peroxidase deficiency	LEXMATCH
MONDO:0010136	thyroid dyshormonogenesis 4	skos:closeMatch	DOID:0112188	thyroid dyshormonogenesis 4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	deiodinase deficiency	LEXMATCH
MONDO:0010136	thyroid dyshormonogenesis 4	skos:closeMatch	DOID:0112188	thyroid dyshormonogenesis 4	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	iodotyrosine dehalogenase deficiency	LEXMATCH
MONDO:0010159	mismatch repair cancer syndrome 1	skos:closeMatch	DOID:0112182	mismatch repair cancer syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	turcot syndrome	LEXMATCH
MONDO:0010159	mismatch repair cancer syndrome 1	skos:closeMatch	DOID:0112182	mismatch repair cancer syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	childhood cancer syndrome	LEXMATCH
MONDO:0010159	mismatch repair cancer syndrome 1	skos:closeMatch	DOID:0112182	mismatch repair cancer syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	mismatch repair cancer syndrome	LEXMATCH
MONDO:0010159	mismatch repair cancer syndrome 1	skos:closeMatch	DOID:0112182	mismatch repair cancer syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mmr deficiency	LEXMATCH
MONDO:0010164	phocomelia, Schinzel type	skos:closeMatch	DOID:0112181	Schinzel type phocomelia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	al-awadi/raas-rothschild/schinzel phocomelia syndrome	LEXMATCH
MONDO:0010164	phocomelia, Schinzel type	skos:closeMatch	DOID:0112181	Schinzel type phocomelia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	aarrs	LEXMATCH
MONDO:0010164	phocomelia, Schinzel type	skos:closeMatch	DOID:0112181	Schinzel type phocomelia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	schinzel phocomelia syndrome	LEXMATCH
MONDO:0010164	phocomelia, Schinzel type	skos:closeMatch	DOID:0112181	Schinzel type phocomelia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	limb/pelvis-hypoplasia/aplasia syndrome	LEXMATCH
MONDO:0010164	phocomelia, Schinzel type	skos:closeMatch	DOID:0112181	Schinzel type phocomelia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	absence of ulna and fibula with severe limb deficiency	LEXMATCH
MONDO:0010167	urocanic aciduria	skos:closeMatch	DOID:0112180	urocanase deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	urocd	LEXMATCH
MONDO:0010167	urocanic aciduria	skos:closeMatch	DOID:0112180	urocanase deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	urocanase deficiency	LEXMATCH
MONDO:0010173	Mayer-Rokitansky-Kuster-Hauser syndrome type 1	skos:closeMatch	DOID:0112177	Mayer-Rokitansky-Kuster-Hauser syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	rokitansky syndrome	LEXMATCH
MONDO:0010173	Mayer-Rokitansky-Kuster-Hauser syndrome type 1	skos:closeMatch	DOID:0112177	Mayer-Rokitansky-Kuster-Hauser syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	mayer-rokitansky-kuster-hauser syndrome	LEXMATCH
MONDO:0010173	Mayer-Rokitansky-Kuster-Hauser syndrome type 1	skos:closeMatch	DOID:0112177	Mayer-Rokitansky-Kuster-Hauser syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrkh syndrome	LEXMATCH
MONDO:0010178	congenital bilateral aplasia of vas deferens from CFTR mutation	skos:closeMatch	DOID:0111862	congenital bilateral absence of vas deferens	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	cbavd	LEXMATCH
MONDO:0010178	congenital bilateral aplasia of vas deferens from CFTR mutation	skos:closeMatch	DOID:0111862	congenital bilateral absence of vas deferens	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	cavd	LEXMATCH
MONDO:0010180	autosomal recessive spondylocostal dysostosis	skos:closeMatch	DOID:0112365	spondylocostal dysostosis 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	scdo1	LEXMATCH
MONDO:0010187	vitamin K-dependent clotting factors, combined deficiency of, type 1	skos:closeMatch	DOID:0112172	hereditary combined deficiency of vitamin K-dependent clotting factors	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	hereditary combined deficiency of vitamin k-dependent clotting factors	LEXMATCH
MONDO:0010187	vitamin K-dependent clotting factors, combined deficiency of, type 1	skos:closeMatch	DOID:0112172	hereditary combined deficiency of vitamin K-dependent clotting factors	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	vkcfd	LEXMATCH
MONDO:0010187	vitamin K-dependent clotting factors, combined deficiency of, type 1	skos:closeMatch	DOID:0112173	combined deficiency of vitamin K-dependent clotting factors 1	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	vkcfd1	LEXMATCH
MONDO:0010190	pontocerebellar hypoplasia type 2A	skos:closeMatch	DOID:0112328	pontocerebellar hypoplasia type 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	pch2	LEXMATCH
MONDO:0010221	CHIME syndrome	skos:closeMatch	DOID:0112152	CHIME syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	zunich neuroectodermal syndrome	LEXMATCH
MONDO:0010224	corpus callosum agenesis-abnormal genitalia syndrome	skos:closeMatch	DOID:0112151	corpus callosum agenesis-abnormal genitalia syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	acc with abnormal genitalia	LEXMATCH
MONDO:0010248	X-linked spondyloepimetaphyseal dysplasia	skos:closeMatch	DOID:0112150	X-linked spondyloepimetaphyseal dysplasia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	semd x-linked	LEXMATCH
MONDO:0010248	X-linked spondyloepimetaphyseal dysplasia	skos:closeMatch	DOID:0112150	X-linked spondyloepimetaphyseal dysplasia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	semdx	LEXMATCH
MONDO:0010256	intellectual disability, X-linked 21	skos:closeMatch	DOID:0112022	non-syndromic X-linked intellectual disability 21	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx21	LEXMATCH
MONDO:0010261	microphthalmia, syndromic 2	skos:closeMatch	DOID:0111809	syndromic microphthalmia 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	anop2	LEXMATCH
MONDO:0010261	microphthalmia, syndromic 2	skos:closeMatch	DOID:0111809	syndromic microphthalmia 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	maa2	LEXMATCH
MONDO:0010261	microphthalmia, syndromic 2	skos:closeMatch	DOID:0111809	syndromic microphthalmia 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	microphthalmia cataracts radiculomegaly and septal heart defects	LEXMATCH
MONDO:0010261	microphthalmia, syndromic 2	skos:closeMatch	DOID:0111809	syndromic microphthalmia 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mcops2	LEXMATCH
MONDO:0010261	microphthalmia, syndromic 2	skos:closeMatch	DOID:0111809	syndromic microphthalmia 2	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	syndromic microphthalmia type 2	LEXMATCH
MONDO:0010263	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	skos:closeMatch	DOID:0111860	AMME complex	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	chromosome xq22.3 telomeric deletion syndrome	LEXMATCH
MONDO:0010263	Alport syndrome-intellectual disability-midface hypoplasia-elliptocytosis syndrome	skos:closeMatch	DOID:0111860	AMME complex	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	ats-mr	LEXMATCH
MONDO:0010266	intellectual disability, X-linked 58	skos:closeMatch	DOID:0112024	non-syndromic X-linked intellectual disability 58	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx58	LEXMATCH
MONDO:0010279	terminal osseous dysplasia-pigmentary defects syndrome	skos:closeMatch	DOID:0112149	terminal osseous dysplasia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	odpd	LEXMATCH
MONDO:0010279	terminal osseous dysplasia-pigmentary defects syndrome	skos:closeMatch	DOID:0112149	terminal osseous dysplasia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	terminal osseous dysplasia	LEXMATCH
MONDO:0010279	terminal osseous dysplasia-pigmentary defects syndrome	skos:closeMatch	DOID:0112149	terminal osseous dysplasia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	odpf syndrome	LEXMATCH
MONDO:0010279	terminal osseous dysplasia-pigmentary defects syndrome	skos:closeMatch	DOID:0112149	terminal osseous dysplasia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	tod	LEXMATCH
MONDO:0010289	intellectual disability, X-linked 72	skos:closeMatch	DOID:0112059	non-syndromic X-linked intellectual disability 72	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx72	LEXMATCH
MONDO:0010292	Uruguay Faciocardiomusculoskeletal syndrome	skos:closeMatch	DOID:0112148	Uruguay faciocardiomusculoskeletal syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	fcmsu	LEXMATCH
MONDO:0010292	Uruguay Faciocardiomusculoskeletal syndrome	skos:closeMatch	DOID:0112148	Uruguay faciocardiomusculoskeletal syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	uruguay faciocardiomusculoskeletal syndrome	LEXMATCH
MONDO:0010293	ectodermal dysplasia and immune deficiency	skos:closeMatch	DOID:0081077	ectodermal dysplasia and immune deficiency	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	ectodermal dysplasia, hypohidrotic, with immune deficiency	LEXMATCH
MONDO:0010294	X-linked severe congenital neutropenia	skos:closeMatch	DOID:0112128	X-linked severe congenital neutropenia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	scnx	LEXMATCH
MONDO:0010294	X-linked severe congenital neutropenia	skos:closeMatch	DOID:0112128	X-linked severe congenital neutropenia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	xln	LEXMATCH
MONDO:0010299	hypoxanthine guanine phosphoribosyltransferase partial deficiency	skos:closeMatch	DOID:0112127	HRPT-related hyperuricemia	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	kelley-seegmiller syndrome	LEXMATCH
MONDO:0010313	intellectual disability, X-linked 63	skos:closeMatch	DOID:0112050	non-syndromic X-linked intellectual disability 63	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx63	LEXMATCH
MONDO:0010313	intellectual disability, X-linked 63	skos:closeMatch	DOID:0112050	non-syndromic X-linked intellectual disability 63	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	acsl4-related intellectual disability	LEXMATCH
MONDO:0010317	intellectual disability, X-linked, with or without seizures, arx-related	skos:closeMatch	DOID:0112021	non-syndromic X-linked intellectual disability ARX-related	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrxarx	LEXMATCH
MONDO:0010317	intellectual disability, X-linked, with or without seizures, arx-related	skos:closeMatch	DOID:0112021	non-syndromic X-linked intellectual disability ARX-related	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	arx-related intellectual disability	LEXMATCH
MONDO:0010325	X-linked intellectual disability, Stocco dos Santos type	skos:closeMatch	DOID:0112126	Stocco Dos Santos type X-linked intellectual disability	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	sdsx	LEXMATCH
MONDO:0010325	X-linked intellectual disability, Stocco dos Santos type	skos:closeMatch	DOID:0112126	Stocco Dos Santos type X-linked intellectual disability	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	stocco dos santos x-linked mental retardation syndrome	LEXMATCH
MONDO:0010326	intellectual disability, X-linked 46	skos:closeMatch	DOID:0112055	non-syndromic X-linked intellectual disability 46	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx46	LEXMATCH
MONDO:0010328	alpha-thalassemia-myelodysplastic syndrome	skos:closeMatch	DOID:0112125	alpha-thalassemia myelodysplasia syndrome	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	alpha-thalassemia myelodysplasia syndrome	LEXMATCH
MONDO:0010334	severe motor and intellectual disabilities-sensorineural deafness-dystonia syndrome	skos:closeMatch	DOID:0112123	deafness, dystonia, and cerebral hypomyelination	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	deafness, dystonia, and cerebral hypomyelination	LEXMATCH
MONDO:0010344	intellectual disability, X-linked 45	skos:closeMatch	DOID:0112028	non-syndromic X-linked intellectual disability 45	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx45	LEXMATCH
MONDO:0010361	intellectual disability, X-linked 30	skos:closeMatch	DOID:0112051	non-syndromic X-linked intellectual disability 30	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx30	LEXMATCH
MONDO:0010363	intellectual disability, X-linked 91	skos:closeMatch	DOID:0112043	non-syndromic X-linked intellectual disability 91	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	mrx91	LEXMATCH
MONDO:0010378	X-linked hereditary sensory and autonomic neuropathy with hearing loss	skos:closeMatch	DOID:0111741	X-linked deafness 5	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	dfnx5	LEXMATCH
MONDO:0010389	X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency	skos:closeMatch	DOID:0112000	immunodeficiency 34	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	rdfs:label	immunodeficiency 34	LEXMATCH
MONDO:0010389	X-linked mendelian susceptibility to mycobacterial diseases due to CYBB deficiency	skos:closeMatch	DOID:0112000	immunodeficiency 34	semapv:LexicalMatching	oaklib	oio:hasRelatedSynonym	oio:hasExactSynonym	imd34	LEXMATCH
