subject_id	subject_label
ICD10CM:S52.253H	Displaced comminuted fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S52.253Q	Displaced comminuted fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S52.253M	Displaced comminuted fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S52.253E	Displaced comminuted fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S52.253J	Displaced comminuted fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S52.253R	Displaced comminuted fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S52.253N	Displaced comminuted fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S52.253F	Displaced comminuted fracture of shaft of ulna, unspecified arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S72.353	Displaced comminuted fracture of shaft of unspecified femur
ICD10CM:S72.353A	Displaced comminuted fracture of shaft of unspecified femur, initial encounter for closed fracture
ICD10CM:S72.353B	Displaced comminuted fracture of shaft of unspecified femur, initial encounter for open fracture type I or II
ICD10CM:S72.353C	Displaced comminuted fracture of shaft of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S72.353S	Displaced comminuted fracture of shaft of unspecified femur, sequela
ICD10CM:S72.353G	Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for closed fracture with delayed healing
ICD10CM:S72.353P	Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for closed fracture with malunion
ICD10CM:S72.353K	Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for closed fracture with nonunion
ICD10CM:S72.353D	Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for closed fracture with routine healing
ICD10CM:S72.353H	Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S72.353Q	Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S72.353M	Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S72.353E	Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S72.353J	Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S72.353R	Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S72.353N	Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S72.353F	Displaced comminuted fracture of shaft of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S82.453	Displaced comminuted fracture of shaft of unspecified fibula
ICD10CM:S82.453A	Displaced comminuted fracture of shaft of unspecified fibula, initial encounter for closed fracture
ICD10CM:S82.453B	Displaced comminuted fracture of shaft of unspecified fibula, initial encounter for open fracture type I or II
ICD10CM:S82.453C	Displaced comminuted fracture of shaft of unspecified fibula, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S82.453S	Displaced comminuted fracture of shaft of unspecified fibula, sequela
ICD10CM:S82.453G	Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with delayed healing
ICD10CM:S82.453P	Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with malunion
ICD10CM:S82.453K	Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with nonunion
ICD10CM:S82.453D	Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing
ICD10CM:S82.453H	Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S82.453Q	Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S82.453M	Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S82.453E	Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S82.453J	Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S82.453R	Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S82.453N	Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S82.453F	Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S82.253	Displaced comminuted fracture of shaft of unspecified tibia
ICD10CM:S82.253A	Displaced comminuted fracture of shaft of unspecified tibia, initial encounter for closed fracture
ICD10CM:S82.253B	Displaced comminuted fracture of shaft of unspecified tibia, initial encounter for open fracture type I or II
ICD10CM:S82.253C	Displaced comminuted fracture of shaft of unspecified tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S82.253S	Displaced comminuted fracture of shaft of unspecified tibia, sequela
ICD10CM:S82.253G	Displaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for closed fracture with delayed healing
ICD10CM:S82.253P	Displaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for closed fracture with malunion
ICD10CM:S82.253K	Displaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for closed fracture with nonunion
ICD10CM:S82.253D	Displaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for closed fracture with routine healing
ICD10CM:S82.253H	Displaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S82.253Q	Displaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S82.253M	Displaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S82.253E	Displaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S82.253J	Displaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S82.253R	Displaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S82.253N	Displaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S82.253F	Displaced comminuted fracture of shaft of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S82.043	Displaced comminuted fracture of unspecified patella
ICD10CM:S82.043A	Displaced comminuted fracture of unspecified patella, initial encounter for closed fracture
ICD10CM:S82.043B	Displaced comminuted fracture of unspecified patella, initial encounter for open fracture type I or II
ICD10CM:S82.043C	Displaced comminuted fracture of unspecified patella, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S82.043S	Displaced comminuted fracture of unspecified patella, sequela
ICD10CM:S82.043G	Displaced comminuted fracture of unspecified patella, subsequent encounter for closed fracture with delayed healing
ICD10CM:S82.043P	Displaced comminuted fracture of unspecified patella, subsequent encounter for closed fracture with malunion
ICD10CM:S82.043K	Displaced comminuted fracture of unspecified patella, subsequent encounter for closed fracture with nonunion
ICD10CM:S82.043D	Displaced comminuted fracture of unspecified patella, subsequent encounter for closed fracture with routine healing
ICD10CM:S82.043H	Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S82.043Q	Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S82.043M	Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S82.043E	Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S82.043J	Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S82.043R	Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S82.043N	Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S82.043F	Displaced comminuted fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S42.422	Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus
ICD10CM:S42.422A	Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, initial encounter for closed fracture
ICD10CM:S42.422B	Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, initial encounter for open fracture
ICD10CM:S42.422S	Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, sequela
ICD10CM:S42.422G	Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with delayed healing
ICD10CM:S42.422P	Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with malunion
ICD10CM:S42.422K	Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with nonunion
ICD10CM:S42.422D	Displaced comminuted supracondylar fracture without intercondylar fracture of left humerus, subsequent encounter for fracture with routine healing
ICD10CM:S42.421	Displaced comminuted supracondylar fracture without intercondylar fracture of right humerus
ICD10CM:S42.421A	Displaced comminuted supracondylar fracture without intercondylar fracture of right humerus, initial encounter for closed fracture
ICD10CM:S42.421B	Displaced comminuted supracondylar fracture without intercondylar fracture of right humerus, initial encounter for open fracture
