subject_id	subject_label
ICD10CM:S52.509Q	Unspecified fracture of the lower end of unspecified radius, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S52.509M	Unspecified fracture of the lower end of unspecified radius, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S52.509E	Unspecified fracture of the lower end of unspecified radius, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S52.509J	Unspecified fracture of the lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S52.509R	Unspecified fracture of the lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S52.509N	Unspecified fracture of the lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S52.509F	Unspecified fracture of the lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S12.20	Unspecified fracture of third cervical vertebra
ICD10CM:S32.039	Unspecified fracture of third lumbar vertebra
ICD10CM:S32.039A	Unspecified fracture of third lumbar vertebra, initial encounter for closed fracture
ICD10CM:S32.039B	Unspecified fracture of third lumbar vertebra, initial encounter for open fracture
ICD10CM:S32.039S	Unspecified fracture of third lumbar vertebra, sequela
ICD10CM:S32.039G	Unspecified fracture of third lumbar vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S32.039K	Unspecified fracture of third lumbar vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S32.039D	Unspecified fracture of third lumbar vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S62.303	Unspecified fracture of third metacarpal bone, left hand
ICD10CM:S62.303A	Unspecified fracture of third metacarpal bone, left hand, initial encounter for closed fracture
ICD10CM:S62.303B	Unspecified fracture of third metacarpal bone, left hand, initial encounter for open fracture
ICD10CM:S62.303S	Unspecified fracture of third metacarpal bone, left hand, sequela
ICD10CM:S62.303G	Unspecified fracture of third metacarpal bone, left hand, subsequent encounter for fracture with delayed healing
ICD10CM:S62.303P	Unspecified fracture of third metacarpal bone, left hand, subsequent encounter for fracture with malunion
ICD10CM:S62.303K	Unspecified fracture of third metacarpal bone, left hand, subsequent encounter for fracture with nonunion
ICD10CM:S62.303D	Unspecified fracture of third metacarpal bone, left hand, subsequent encounter for fracture with routine healing
ICD10CM:S62.302	Unspecified fracture of third metacarpal bone, right hand
ICD10CM:S62.302A	Unspecified fracture of third metacarpal bone, right hand, initial encounter for closed fracture
ICD10CM:S62.302B	Unspecified fracture of third metacarpal bone, right hand, initial encounter for open fracture
ICD10CM:S62.302S	Unspecified fracture of third metacarpal bone, right hand, sequela
ICD10CM:S62.302G	Unspecified fracture of third metacarpal bone, right hand, subsequent encounter for fracture with delayed healing
ICD10CM:S62.302P	Unspecified fracture of third metacarpal bone, right hand, subsequent encounter for fracture with malunion
ICD10CM:S62.302K	Unspecified fracture of third metacarpal bone, right hand, subsequent encounter for fracture with nonunion
ICD10CM:S62.302D	Unspecified fracture of third metacarpal bone, right hand, subsequent encounter for fracture with routine healing
ICD10CM:S22.039	Unspecified fracture of third thoracic vertebra
ICD10CM:S22.039A	Unspecified fracture of third thoracic vertebra, initial encounter for closed fracture
ICD10CM:S22.039B	Unspecified fracture of third thoracic vertebra, initial encounter for open fracture
ICD10CM:S22.039S	Unspecified fracture of third thoracic vertebra, sequela
ICD10CM:S22.039G	Unspecified fracture of third thoracic vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S22.039K	Unspecified fracture of third thoracic vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S22.039D	Unspecified fracture of third thoracic vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S92.91	Unspecified fracture of toe
ICD10CM:S32.409	Unspecified fracture of unspecified acetabulum
ICD10CM:S32.409A	Unspecified fracture of unspecified acetabulum, initial encounter for closed fracture
ICD10CM:S32.409B	Unspecified fracture of unspecified acetabulum, initial encounter for open fracture
ICD10CM:S32.409S	Unspecified fracture of unspecified acetabulum, sequela
ICD10CM:S32.409G	Unspecified fracture of unspecified acetabulum, subsequent encounter for fracture with delayed healing
ICD10CM:S32.409K	Unspecified fracture of unspecified acetabulum, subsequent encounter for fracture with nonunion
ICD10CM:S32.409D	Unspecified fracture of unspecified acetabulum, subsequent encounter for fracture with routine healing
ICD10CM:S92.009	Unspecified fracture of unspecified calcaneus
ICD10CM:S92.009A	Unspecified fracture of unspecified calcaneus, initial encounter for closed fracture
ICD10CM:S92.009B	Unspecified fracture of unspecified calcaneus, initial encounter for open fracture
ICD10CM:S92.009S	Unspecified fracture of unspecified calcaneus, sequela
ICD10CM:S92.009G	Unspecified fracture of unspecified calcaneus, subsequent encounter for fracture with delayed healing
ICD10CM:S92.009P	Unspecified fracture of unspecified calcaneus, subsequent encounter for fracture with malunion
ICD10CM:S92.009K	Unspecified fracture of unspecified calcaneus, subsequent encounter for fracture with nonunion
ICD10CM:S92.009D	Unspecified fracture of unspecified calcaneus, subsequent encounter for fracture with routine healing
ICD10CM:S72.90	Unspecified fracture of unspecified femur
ICD10CM:S72.90XA	Unspecified fracture of unspecified femur, initial encounter for closed fracture
ICD10CM:S72.90XB	Unspecified fracture of unspecified femur, initial encounter for open fracture type I or II
ICD10CM:S72.90XC	Unspecified fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S72.90XS	Unspecified fracture of unspecified femur, sequela
ICD10CM:S72.90XG	Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing
ICD10CM:S72.90XP	Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with malunion
ICD10CM:S72.90XK	Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with nonunion
ICD10CM:S72.90XD	Unspecified fracture of unspecified femur, subsequent encounter for closed fracture with routine healing
ICD10CM:S72.90XH	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S72.90XQ	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S72.90XM	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S72.90XE	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S72.90XJ	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S72.90XR	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S72.90XN	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S72.90XF	Unspecified fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S92.909	Unspecified fracture of unspecified foot
ICD10CM:S92.909A	Unspecified fracture of unspecified foot, initial encounter for closed fracture
ICD10CM:S92.909B	Unspecified fracture of unspecified foot, initial encounter for open fracture
ICD10CM:S92.909S	Unspecified fracture of unspecified foot, sequela
ICD10CM:S92.909G	Unspecified fracture of unspecified foot, subsequent encounter for fracture with delayed healing
ICD10CM:S92.909P	Unspecified fracture of unspecified foot, subsequent encounter for fracture with malunion
ICD10CM:S92.909K	Unspecified fracture of unspecified foot, subsequent encounter for fracture with nonunion
ICD10CM:S92.909D	Unspecified fracture of unspecified foot, subsequent encounter for fracture with routine healing
ICD10CM:S52.90	Unspecified fracture of unspecified forearm
ICD10CM:S52.90XA	Unspecified fracture of unspecified forearm, initial encounter for closed fracture
ICD10CM:S52.90XB	Unspecified fracture of unspecified forearm, initial encounter for open fracture type I or II
ICD10CM:S52.90XC	Unspecified fracture of unspecified forearm, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S52.90XS	Unspecified fracture of unspecified forearm, sequela
ICD10CM:S52.90XG	Unspecified fracture of unspecified forearm, subsequent encounter for closed fracture with delayed healing
ICD10CM:S52.90XP	Unspecified fracture of unspecified forearm, subsequent encounter for closed fracture with malunion
ICD10CM:S52.90XK	Unspecified fracture of unspecified forearm, subsequent encounter for closed fracture with nonunion
ICD10CM:S52.90XD	Unspecified fracture of unspecified forearm, subsequent encounter for closed fracture with routine healing
ICD10CM:S52.90XH	Unspecified fracture of unspecified forearm, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S52.90XQ	Unspecified fracture of unspecified forearm, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S52.90XM	Unspecified fracture of unspecified forearm, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S52.90XE	Unspecified fracture of unspecified forearm, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S52.90XJ	Unspecified fracture of unspecified forearm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S52.90XR	Unspecified fracture of unspecified forearm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S52.90XN	Unspecified fracture of unspecified forearm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S52.90XF	Unspecified fracture of unspecified forearm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S32.309	Unspecified fracture of unspecified ilium
ICD10CM:S32.309A	Unspecified fracture of unspecified ilium, initial encounter for closed fracture
ICD10CM:S32.309B	Unspecified fracture of unspecified ilium, initial encounter for open fracture
ICD10CM:S32.309S	Unspecified fracture of unspecified ilium, sequela
ICD10CM:S32.309G	Unspecified fracture of unspecified ilium, subsequent encounter for fracture with delayed healing
ICD10CM:S32.309K	Unspecified fracture of unspecified ilium, subsequent encounter for fracture with nonunion
ICD10CM:S32.309D	Unspecified fracture of unspecified ilium, subsequent encounter for fracture with routine healing
ICD10CM:S32.609	Unspecified fracture of unspecified ischium
ICD10CM:S32.609A	Unspecified fracture of unspecified ischium, initial encounter for closed fracture
ICD10CM:S32.609B	Unspecified fracture of unspecified ischium, initial encounter for open fracture
ICD10CM:S32.609S	Unspecified fracture of unspecified ischium, sequela
ICD10CM:S32.609G	Unspecified fracture of unspecified ischium, subsequent encounter for fracture with delayed healing
ICD10CM:S32.609K	Unspecified fracture of unspecified ischium, subsequent encounter for fracture with nonunion
ICD10CM:S32.609D	Unspecified fracture of unspecified ischium, subsequent encounter for fracture with routine healing
ICD10CM:S82.90	Unspecified fracture of unspecified lower leg
ICD10CM:S82.90XA	Unspecified fracture of unspecified lower leg, initial encounter for closed fracture
ICD10CM:S82.90XB	Unspecified fracture of unspecified lower leg, initial encounter for open fracture type I or II
ICD10CM:S82.90XC	Unspecified fracture of unspecified lower leg, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S82.90XS	Unspecified fracture of unspecified lower leg, sequela
ICD10CM:S82.90XG	Unspecified fracture of unspecified lower leg, subsequent encounter for closed fracture with delayed healing
ICD10CM:S82.90XP	Unspecified fracture of unspecified lower leg, subsequent encounter for closed fracture with malunion
ICD10CM:S82.90XK	Unspecified fracture of unspecified lower leg, subsequent encounter for closed fracture with nonunion
ICD10CM:S82.90XD	Unspecified fracture of unspecified lower leg, subsequent encounter for closed fracture with routine healing
ICD10CM:S82.90XH	Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S82.90XQ	Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S82.90XM	Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S82.90XE	Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S82.90XJ	Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S82.90XR	Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S82.90XN	Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S82.90XF	Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S32.009	Unspecified fracture of unspecified lumbar vertebra
ICD10CM:S32.009A	Unspecified fracture of unspecified lumbar vertebra, initial encounter for closed fracture
ICD10CM:S32.009B	Unspecified fracture of unspecified lumbar vertebra, initial encounter for open fracture
ICD10CM:S32.009S	Unspecified fracture of unspecified lumbar vertebra, sequela
ICD10CM:S32.009G	Unspecified fracture of unspecified lumbar vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S32.009K	Unspecified fracture of unspecified lumbar vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S32.009D	Unspecified fracture of unspecified lumbar vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S62.309	Unspecified fracture of unspecified metacarpal bone
ICD10CM:S62.309A	Unspecified fracture of unspecified metacarpal bone, initial encounter for closed fracture
ICD10CM:S62.309B	Unspecified fracture of unspecified metacarpal bone, initial encounter for open fracture
ICD10CM:S62.309S	Unspecified fracture of unspecified metacarpal bone, sequela
ICD10CM:S62.309G	Unspecified fracture of unspecified metacarpal bone, subsequent encounter for fracture with delayed healing
ICD10CM:S62.309P	Unspecified fracture of unspecified metacarpal bone, subsequent encounter for fracture with malunion
ICD10CM:S62.309K	Unspecified fracture of unspecified metacarpal bone, subsequent encounter for fracture with nonunion
ICD10CM:S62.309D	Unspecified fracture of unspecified metacarpal bone, subsequent encounter for fracture with routine healing
ICD10CM:S82.009	Unspecified fracture of unspecified patella
ICD10CM:S82.009A	Unspecified fracture of unspecified patella, initial encounter for closed fracture
ICD10CM:S82.009B	Unspecified fracture of unspecified patella, initial encounter for open fracture type I or II
ICD10CM:S82.009C	Unspecified fracture of unspecified patella, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S82.009S	Unspecified fracture of unspecified patella, sequela
ICD10CM:S82.009G	Unspecified fracture of unspecified patella, subsequent encounter for closed fracture with delayed healing
ICD10CM:S82.009P	Unspecified fracture of unspecified patella, subsequent encounter for closed fracture with malunion
ICD10CM:S82.009K	Unspecified fracture of unspecified patella, subsequent encounter for closed fracture with nonunion
ICD10CM:S82.009D	Unspecified fracture of unspecified patella, subsequent encounter for closed fracture with routine healing
ICD10CM:S82.009H	Unspecified fracture of unspecified patella, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S82.009Q	Unspecified fracture of unspecified patella, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S82.009M	Unspecified fracture of unspecified patella, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S82.009E	Unspecified fracture of unspecified patella, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S82.009J	Unspecified fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S82.009R	Unspecified fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S82.009N	Unspecified fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S82.009F	Unspecified fracture of unspecified patella, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S32.509	Unspecified fracture of unspecified pubis
ICD10CM:S32.509A	Unspecified fracture of unspecified pubis, initial encounter for closed fracture
ICD10CM:S32.509B	Unspecified fracture of unspecified pubis, initial encounter for open fracture
ICD10CM:S32.509S	Unspecified fracture of unspecified pubis, sequela
ICD10CM:S32.509G	Unspecified fracture of unspecified pubis, subsequent encounter for fracture with delayed healing
ICD10CM:S32.509K	Unspecified fracture of unspecified pubis, subsequent encounter for fracture with nonunion
ICD10CM:S32.509D	Unspecified fracture of unspecified pubis, subsequent encounter for fracture with routine healing
ICD10CM:S92.109	Unspecified fracture of unspecified talus
ICD10CM:S92.109A	Unspecified fracture of unspecified talus, initial encounter for closed fracture
ICD10CM:S92.109B	Unspecified fracture of unspecified talus, initial encounter for open fracture
ICD10CM:S92.109S	Unspecified fracture of unspecified talus, sequela
ICD10CM:S92.109G	Unspecified fracture of unspecified talus, subsequent encounter for fracture with delayed healing
ICD10CM:S92.109P	Unspecified fracture of unspecified talus, subsequent encounter for fracture with malunion
ICD10CM:S92.109K	Unspecified fracture of unspecified talus, subsequent encounter for fracture with nonunion
ICD10CM:S92.109D	Unspecified fracture of unspecified talus, subsequent encounter for fracture with routine healing
ICD10CM:S22.009	Unspecified fracture of unspecified thoracic vertebra
ICD10CM:S22.009A	Unspecified fracture of unspecified thoracic vertebra, initial encounter for closed fracture
ICD10CM:S22.009B	Unspecified fracture of unspecified thoracic vertebra, initial encounter for open fracture
ICD10CM:S22.009S	Unspecified fracture of unspecified thoracic vertebra, sequela
ICD10CM:S22.009G	Unspecified fracture of unspecified thoracic vertebra, subsequent encounter for fracture with delayed healing
ICD10CM:S22.009K	Unspecified fracture of unspecified thoracic vertebra, subsequent encounter for fracture with nonunion
ICD10CM:S22.009D	Unspecified fracture of unspecified thoracic vertebra, subsequent encounter for fracture with routine healing
ICD10CM:S92.919	Unspecified fracture of unspecified toe(s)
ICD10CM:S92.919A	Unspecified fracture of unspecified toe(s), initial encounter for closed fracture
ICD10CM:S92.919B	Unspecified fracture of unspecified toe(s), initial encounter for open fracture
ICD10CM:S92.919S	Unspecified fracture of unspecified toe(s), sequela
ICD10CM:S92.919G	Unspecified fracture of unspecified toe(s), subsequent encounter for fracture with delayed healing
ICD10CM:S92.919P	Unspecified fracture of unspecified toe(s), subsequent encounter for fracture with malunion
ICD10CM:S92.919K	Unspecified fracture of unspecified toe(s), subsequent encounter for fracture with nonunion
ICD10CM:S92.919D	Unspecified fracture of unspecified toe(s), subsequent encounter for fracture with routine healing
ICD10CM:S62.90	Unspecified fracture of unspecified wrist and hand
ICD10CM:S62.90XA	Unspecified fracture of unspecified wrist and hand, initial encounter for closed fracture
ICD10CM:S62.90XB	Unspecified fracture of unspecified wrist and hand, initial encounter for open fracture
ICD10CM:S62.90XS	Unspecified fracture of unspecified wrist and hand, sequela
ICD10CM:S62.90XG	Unspecified fracture of unspecified wrist and hand, subsequent encounter for fracture with delayed healing
ICD10CM:S62.90XP	Unspecified fracture of unspecified wrist and hand, subsequent encounter for fracture with malunion
ICD10CM:S62.90XK	Unspecified fracture of unspecified wrist and hand, subsequent encounter for fracture with nonunion
ICD10CM:S62.90XD	Unspecified fracture of unspecified wrist and hand, subsequent encounter for fracture with routine healing
ICD10CM:S42.20	Unspecified fracture of upper end of humerus
ICD10CM:S42.202	Unspecified fracture of upper end of left humerus
ICD10CM:S42.202A	Unspecified fracture of upper end of left humerus, initial encounter for closed fracture
ICD10CM:S42.202B	Unspecified fracture of upper end of left humerus, initial encounter for open fracture
ICD10CM:S42.202S	Unspecified fracture of upper end of left humerus, sequela
ICD10CM:S42.202G	Unspecified fracture of upper end of left humerus, subsequent encounter for fracture with delayed healing
ICD10CM:S42.202P	Unspecified fracture of upper end of left humerus, subsequent encounter for fracture with malunion
ICD10CM:S42.202K	Unspecified fracture of upper end of left humerus, subsequent encounter for fracture with nonunion
ICD10CM:S42.202D	Unspecified fracture of upper end of left humerus, subsequent encounter for fracture with routine healing
ICD10CM:S52.102	Unspecified fracture of upper end of left radius
ICD10CM:S52.102A	Unspecified fracture of upper end of left radius, initial encounter for closed fracture
ICD10CM:S52.102B	Unspecified fracture of upper end of left radius, initial encounter for open fracture type I or II
ICD10CM:S52.102C	Unspecified fracture of upper end of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S52.102S	Unspecified fracture of upper end of left radius, sequela
ICD10CM:S52.102G	Unspecified fracture of upper end of left radius, subsequent encounter for closed fracture with delayed healing
ICD10CM:S52.102P	Unspecified fracture of upper end of left radius, subsequent encounter for closed fracture with malunion
ICD10CM:S52.102K	Unspecified fracture of upper end of left radius, subsequent encounter for closed fracture with nonunion
ICD10CM:S52.102D	Unspecified fracture of upper end of left radius, subsequent encounter for closed fracture with routine healing
ICD10CM:S52.102H	Unspecified fracture of upper end of left radius, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S52.102Q	Unspecified fracture of upper end of left radius, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S52.102M	Unspecified fracture of upper end of left radius, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S52.102E	Unspecified fracture of upper end of left radius, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S52.102J	Unspecified fracture of upper end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S52.102R	Unspecified fracture of upper end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S52.102N	Unspecified fracture of upper end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S52.102F	Unspecified fracture of upper end of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S82.102	Unspecified fracture of upper end of left tibia
ICD10CM:S82.102A	Unspecified fracture of upper end of left tibia, initial encounter for closed fracture
ICD10CM:S82.102B	Unspecified fracture of upper end of left tibia, initial encounter for open fracture type I or II
ICD10CM:S82.102C	Unspecified fracture of upper end of left tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S82.102S	Unspecified fracture of upper end of left tibia, sequela
ICD10CM:S82.102G	Unspecified fracture of upper end of left tibia, subsequent encounter for closed fracture with delayed healing
ICD10CM:S82.102P	Unspecified fracture of upper end of left tibia, subsequent encounter for closed fracture with malunion
ICD10CM:S82.102K	Unspecified fracture of upper end of left tibia, subsequent encounter for closed fracture with nonunion
ICD10CM:S82.102D	Unspecified fracture of upper end of left tibia, subsequent encounter for closed fracture with routine healing
ICD10CM:S82.102H	Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S82.102Q	Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S82.102M	Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S82.102E	Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S82.102J	Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S82.102R	Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S82.102N	Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S82.102F	Unspecified fracture of upper end of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S52.002	Unspecified fracture of upper end of left ulna
ICD10CM:S52.002A	Unspecified fracture of upper end of left ulna, initial encounter for closed fracture
ICD10CM:S52.002B	Unspecified fracture of upper end of left ulna, initial encounter for open fracture type I or II
ICD10CM:S52.002C	Unspecified fracture of upper end of left ulna, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S52.002S	Unspecified fracture of upper end of left ulna, sequela
ICD10CM:S52.002G	Unspecified fracture of upper end of left ulna, subsequent encounter for closed fracture with delayed healing
ICD10CM:S52.002P	Unspecified fracture of upper end of left ulna, subsequent encounter for closed fracture with malunion
ICD10CM:S52.002K	Unspecified fracture of upper end of left ulna, subsequent encounter for closed fracture with nonunion
ICD10CM:S52.002D	Unspecified fracture of upper end of left ulna, subsequent encounter for closed fracture with routine healing
ICD10CM:S52.002H	Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S52.002Q	Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S52.002M	Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S52.002E	Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S52.002J	Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S52.002R	Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S52.002N	Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S52.002F	Unspecified fracture of upper end of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S52.10	Unspecified fracture of upper end of radius
ICD10CM:S42.201	Unspecified fracture of upper end of right humerus
ICD10CM:S42.201A	Unspecified fracture of upper end of right humerus, initial encounter for closed fracture
ICD10CM:S42.201B	Unspecified fracture of upper end of right humerus, initial encounter for open fracture
ICD10CM:S42.201S	Unspecified fracture of upper end of right humerus, sequela
ICD10CM:S42.201G	Unspecified fracture of upper end of right humerus, subsequent encounter for fracture with delayed healing
ICD10CM:S42.201P	Unspecified fracture of upper end of right humerus, subsequent encounter for fracture with malunion
ICD10CM:S42.201K	Unspecified fracture of upper end of right humerus, subsequent encounter for fracture with nonunion
ICD10CM:S42.201D	Unspecified fracture of upper end of right humerus, subsequent encounter for fracture with routine healing
ICD10CM:S52.101	Unspecified fracture of upper end of right radius
ICD10CM:S52.101A	Unspecified fracture of upper end of right radius, initial encounter for closed fracture
ICD10CM:S52.101B	Unspecified fracture of upper end of right radius, initial encounter for open fracture type I or II
ICD10CM:S52.101C	Unspecified fracture of upper end of right radius, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S52.101S	Unspecified fracture of upper end of right radius, sequela
ICD10CM:S52.101G	Unspecified fracture of upper end of right radius, subsequent encounter for closed fracture with delayed healing
ICD10CM:S52.101P	Unspecified fracture of upper end of right radius, subsequent encounter for closed fracture with malunion
ICD10CM:S52.101K	Unspecified fracture of upper end of right radius, subsequent encounter for closed fracture with nonunion
ICD10CM:S52.101D	Unspecified fracture of upper end of right radius, subsequent encounter for closed fracture with routine healing
ICD10CM:S52.101H	Unspecified fracture of upper end of right radius, subsequent encounter for open fracture type I or II with delayed healing
ICD10CM:S52.101Q	Unspecified fracture of upper end of right radius, subsequent encounter for open fracture type I or II with malunion
ICD10CM:S52.101M	Unspecified fracture of upper end of right radius, subsequent encounter for open fracture type I or II with nonunion
ICD10CM:S52.101E	Unspecified fracture of upper end of right radius, subsequent encounter for open fracture type I or II with routine healing
ICD10CM:S52.101J	Unspecified fracture of upper end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing
ICD10CM:S52.101R	Unspecified fracture of upper end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion
ICD10CM:S52.101N	Unspecified fracture of upper end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion
ICD10CM:S52.101F	Unspecified fracture of upper end of right radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing
ICD10CM:S82.101	Unspecified fracture of upper end of right tibia
ICD10CM:S82.101A	Unspecified fracture of upper end of right tibia, initial encounter for closed fracture
ICD10CM:S82.101B	Unspecified fracture of upper end of right tibia, initial encounter for open fracture type I or II
ICD10CM:S82.101C	Unspecified fracture of upper end of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC
ICD10CM:S82.101S	Unspecified fracture of upper end of right tibia, sequela
ICD10CM:S82.101G	Unspecified fracture of upper end of right tibia, subsequent encounter for closed fracture with delayed healing
ICD10CM:S82.101P	Unspecified fracture of upper end of right tibia, subsequent encounter for closed fracture with malunion
ICD10CM:S82.101K	Unspecified fracture of upper end of right tibia, subsequent encounter for closed fracture with nonunion
ICD10CM:S82.101D	Unspecified fracture of upper end of right tibia, subsequent encounter for closed fracture with routine healing
ICD10CM:S82.101H	Unspecified fracture of upper end of right tibia, subsequent encounter for open fracture type I or II with delayed healing
